Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.InstallMetaServiceProcedure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.ExcludeMetaServiceProcedure,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.ExcludeMetaServiceProcedure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.DefaultAtmosphereObjectFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.DefaultAtmosphereObjectFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.InterceptorComparator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereFramework.InterceptorComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereHandler,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: BroadcasterListenerTest.CachedAR; BroadcasterListenerTest.BAR; BroadcasterListenerTest.AR; UrlMappingTest.AH; BroadcasterCacheTest.AR; ExcludeSessionBroadcasterTest.AR; BroadcastFilterTest.AR; WriteTimeoutTest.AR; ConcurrentBroadcasterTest.AR; ConcurrentBroadcasterTest.AR2; BroadcasterTest.AR; UUIDBroadcasterCacheTest.AR; BroadcasterLifecyclePolicyTest.AR; AtmosphereServletProcessor
atmosphere_atmosphere,org.atmosphere.cpr,DefaultMetaBroadcaster,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAPPING_REGEX; logger; broadcasterListeners; E; cache; config; f; latch; l; isCancelled; outerFuture
atmosphere_atmosphere,org.atmosphere.cpr,DefaultMetaBroadcaster.CompleteListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: f
atmosphere_atmosphere,org.atmosphere.cpr,DefaultMetaBroadcaster.CompleteListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,DefaultMetaBroadcaster.MetaBroadcasterFuture,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: latch; l; isCancelled; outerFuture
atmosphere_atmosphere,org.atmosphere.cpr,DefaultMetaBroadcaster.MetaBroadcasterFuture,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AsyncSupportListenerAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,Action,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CANCELLED; CONTINUE; CREATED; RESUME; SUSPEND; DESTROYED; SKIP_ATMOSPHEREHANDLER; timeout; type; immutable
atmosphere_atmosphere,org.atmosphere.cpr,Action.TYPE,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.cpr,Action.TYPE,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,MeteorServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,KeepOpenStreamAware,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResourceFactory.Async,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,HeartbeatAtmosphereResourceEvent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.cpr,HeartbeatAtmosphereResourceEvent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AtmosphereResourceEventImpl
atmosphere_atmosphere,org.atmosphere.cpr,AtmosphereResourceListenerAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.jersey,BaseTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; ROOT; atmoServlet; urlTarget; port; server
atmosphere_atmosphere,org.atmosphere.jersey,BaseTest.TestHelper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.jersey,BaseTest.TestHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.jersey,WriteTimeoutTest.F,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
atmosphere_atmosphere,org.atmosphere.jersey,WriteTimeoutTest.F,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.jersey,WriteTimeoutTest.J,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: latch
atmosphere_atmosphere,org.atmosphere.jersey,WriteTimeoutTest.J,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.jersey,QueryStringTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
atmosphere_atmosphere,org.atmosphere.jersey,QueryStringTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseTest
